seller_id,buyer_id,title,description,price,location,status,image_urls
4,," Parag fragrances Kasturi Perfume for Men and Women, 60 ml ","Parag fragrances kasturi 60ml ( natural fragrance and long-lasting) best perfume for men, best fragrance for men and women.",14,"(48.508,123.358)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.508,https://api.dicebear.com/8.x/bottts/svg?seed=123.3581,https://api.dicebear.com/8.x/bottts/svg?seed=48.5082}"
5,," Carmex Classic Lip Balm, Lip Protectant Sunscreen Spf 15, 0.15 Oz (Pack Of 12) ",Brand New! Factory Direct! Packaging May Vary!,113,"(48.294,123.304)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.294,https://api.dicebear.com/8.x/bottts/svg?seed=123.3041,https://api.dicebear.com/8.x/bottts/svg?seed=48.2942}"
2,, Livewell Ororex Herbal Pain Oil by Livewell ,"It's no secret that pain can come in different forms including pain caused by damage to the tissues, joints, muscles, neuropathic pain and inflammatory pain. Livewell Pain Oil is contains Sesamum indicum oil, Sesamum indicum extract, Atis, Jaiphal and Kaiphal extract. 

 Sesamum indicum oil - derived from sesame (Sesamum indicum), a tall annual herb from the Pedaliaceae family, sesame oil is commonly used as a food ingredient and condiment, as well as for medicinal uses. The sesame plant has been cultivated for thousands of years, and is believed to be the world's oldest plant used as an oil. In Ayurvedic therapy, sesame oil is renowned for its ability to strengthen and detoxify the body and ensure the proper functioning of all the vital organs. It's also used in sacred and religious ceremonies.

 Clove botanically known as Syzygium aromaticum. It rank as the richest source of antioxidants. Eugenol present in cloves makes it vital for a number of medicinal and nutritional properties. Clove as anti- inflammatory properties so can be used in treating joint pain.it is used in dentistry as anaesthatic.

 Aconitium uetaropyllum: The latin name of the plant is Aconitum heterophyllum and it belongs to Aconitaceae family. Ativisha is the ayurvedic name of a herb known as atis in Hindi. Ativisha has an anti toxic effect on the body. It helps balance all three doshas in the body especially the kapha and pitta.

 Jaiphal known as nutmeg in English, Myristica fragrance botanically. Jaiphal is a powerful herbal alternative medicine known. Nutmeg (Jaiphal) is an egg-shaped seed from nutmeg fruit. It is used to treat join pain. Nutmeg is used for diarrhea, nausea, stomach spasms and pain, and intestinal gas also. Javitri is the outer lacy covering that surrounds the hard nutmeg seeds. Myristica fragrans (Javitri/Jatiphala) is applied in joint pains and headache.",5,"(48.582,123.457)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.582,https://api.dicebear.com/8.x/bottts/svg?seed=123.4571,https://api.dicebear.com/8.x/bottts/svg?seed=48.5822}"
3,, Ahura spices Super Garam Masala 250 Gram jar ,Ahura spices whole spice no preservative no artificial color .,3,"(48.434,123.517)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.434,https://api.dicebear.com/8.x/bottts/svg?seed=123.5171,https://api.dicebear.com/8.x/bottts/svg?seed=48.4342}"
4,, Parag Fragrances (W Series Attar) Oudh of Shrilanka Bhapka Processed Attar For Men 6ml / 0% Alcohol/Best Attar For Winter (Long Lasting and Chemical Free Natural Agarwood Attar) ,Naturally Processed Oudh Wood (Agarwood) Attar / Best Oud Attar For Winter / Best Attar For Men / Long Lasting Oud Attar For Men,11,"(48.264,123.367)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.264,https://api.dicebear.com/8.x/bottts/svg?seed=123.3671,https://api.dicebear.com/8.x/bottts/svg?seed=48.2642}"
5,, Himalaya Intensive Face Moisturizing & Nourishing Lotion With Refreshing Cleansing Milk- Pack of 3 ,"Himalaya's Nourishing Body Lotion combines herbal actives to restore your body's water content, as varying weather conditions make skin lose its moisture. The non-greasy body lotion leaves skin feeling soft, supple and toned. Blended with all natural ingredients such as Aloe Vera and Winter Cherry, which are known for their intense hydrating properties, our body lotion deeply penetrates into the skin to moisturize it fully Himalaya's Soothing Body Lotion is a silky, lightweight and non-greasy body lotion that combines all the goodness of naturally derived ingredients to soothe and moisturize your skin, making it look noticeably softer and smoother. The oils of Almond and Grape Seed prevent skin from cracking and provide hydration to help maintain the skin's natural moisture balance.",4,"(48.225,123.205)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.225,https://api.dicebear.com/8.x/bottts/svg?seed=123.2051,https://api.dicebear.com/8.x/bottts/svg?seed=48.2252}"
2,, Gel Moisturizing Spa Gloves and Socks Heel Socks for Dry Hands and Feet - Fast Cracked Heel Repair and Simple Foot Skin Care with Gel Foot Sleeves for Women and Men Blue ,Gel Moisturizing Spa Gloves and Socks Heel Socks for Dry Hands and Feet - Fast Cracked Heel Repair and Simple Foot Skin Care with Gel Foot Sleeves for Women and Men Blue,16,"(48.546,123.499)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.546,https://api.dicebear.com/8.x/bottts/svg?seed=123.4991,https://api.dicebear.com/8.x/bottts/svg?seed=48.5462}"
3,, goree Beauty Cream Whitening Anti Ageing Spots Pimples Removing x 2 ,"Condition: new: a brand-new, unused, unopened, undamaged item (including handmade items), brand: goree, expiration date: 2017. 12. 28, skin type: all skin types",85,"(48.378,123.255)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.378,https://api.dicebear.com/8.x/bottts/svg?seed=123.2551,https://api.dicebear.com/8.x/bottts/svg?seed=48.3782}"
4,," [Christian Dean]Pure Skin Snail Essence 150ml/Anti-wrinkle,Whitening,Snail mucin ","?Multi-function all in one ?Anti-wrinkle ?Whitening essence ?Restores nourishment to its original condition ?The best snail essence for you Multi-function all in one also includes soluble collagen and Centella Asiatica extract to block moisture loss and add suppleness and softness to highly sensitive skin. Whitening and Anti-wrinkle, double functional essence to provide skin cell regeneration to the damaged skin cells. Snail mucin, secretion filtrate for super intense repair and hydration. Think of this like vitamins for your face since it's loaded with replenishing and revitalizing nutrients to help prevent and repair damage, giving you ultimate elasticity and hydration. Snail mucin has the ability to repair everything from dry patches, to acne breakouts while helping zap hyperpigmentation, so with loyal use your skin will glow to look its healthiest. [How to Use] Apply to entire face tapping lightly. Use more layers upon dried out or dry prone areas",51,"(48.23,123.299)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.23,https://api.dicebear.com/8.x/bottts/svg?seed=123.2991,https://api.dicebear.com/8.x/bottts/svg?seed=48.232}"
5,," AXE Recharge Game Face Bodyspray, 150ml ","The World’s # 1 Male Deodorant Axe, presents a range of deodorant bodysprays for men. Designed by the world’s leading perfumers, the Axe Recharge range of deodorant bodysprays not only helps you smell good but also keeps you fresh, clean and energised. Axe Recharge Deodorant Bodysprays have energy-filled fragrances that are boosted by heat. From the moment the spray touches your skin to multiple ‘hot moments’ throughout the day, Axe Recharge Deos will give you a burst of freshness when you need it the most. With a ‘one press spray can’ it reaches all over your body. Spray it on your underarms, neck, chest and back and feel the freshness in every pore of your body. Get ready to beat the heat with Axe Recharge Game Face Deodorant Bodyspray. As the temperature rises, this rejuvenating, spicy fragrance infuses you with a burst of freshness and energy. This deodorant bodyspray is best suited for those that play to win. Its powerful and long-lasting fragrance ensures you always stay fresh and focused. The bottle is extremely lightweight which makes it travel friendly. It is not just an ideal gift for yourself but for your loved ones too. This deodorant bodyspray is safe on skin and is suitable for everyday use. With Axe Recharge Game Face Deodorant Bodyspray by your side you will never get bogged down by the heat again.",3,"(48.28,123.54)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.28,https://api.dicebear.com/8.x/bottts/svg?seed=123.541,https://api.dicebear.com/8.x/bottts/svg?seed=48.282}"
2,," Sunshine Detergent Gel 500ml,Pink ","Completely safe and used as variety of surface like kitchen counter,floors, bathrooms, Cleans Tough Stains",1,"(48.229,123.529)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.229,https://api.dicebear.com/8.x/bottts/svg?seed=123.5291,https://api.dicebear.com/8.x/bottts/svg?seed=48.2292}"
3,, Eden Sushi Ginger Pickles 2.1 Oz ,"A Colorful Garnish Traditionally Served In Sushi Shops And Appreciated For Its Zesty Flavor. Flavorful Brine Is Made Of Rice Vinegar, Ume Vinegar, Shiso Leaves And Sea Salt. Macrobiotic, Vegan, Kosher",61,"(48.414,123.433)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.414,https://api.dicebear.com/8.x/bottts/svg?seed=123.4331,https://api.dicebear.com/8.x/bottts/svg?seed=48.4142}"
4,," Bundle: Krya Damage Repair scalp detoxifying Hair Revitalizing system ~ with the Krya Damage Repair herbal shampoo powder (100 gm), the Krya Damage Repair hair revitalizing hair oil (100 ml) & Krya Damage Repair herbal hair mask (100 gm) ~ completely natural, Ayurvedic, toxic free hair system that heal, revitalise & restore health to weak, chemically damaged, over processed hair ",,19,"(48.47,123.547)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.47,https://api.dicebear.com/8.x/bottts/svg?seed=123.5471,https://api.dicebear.com/8.x/bottts/svg?seed=48.472}"
5,, SSCPL HERBALS Blemish Free Face Pack ,,2,"(48.478,123.319)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.478,https://api.dicebear.com/8.x/bottts/svg?seed=123.3191,https://api.dicebear.com/8.x/bottts/svg?seed=48.4782}"
2,, Majik Latest Combo Of 3 Pcs Hair Building Fibers For Hair Thickening For Men And Women 7 Grams Dark Brown Pack Of 1 ,"The Secret to Getting Your Lost Confidence from Thinning Hair Back in Seconds! Are you man or woman struggling with thinning hair or hair loss? Then we may have the solution for you... Have you noticed that more people these days tend to be able to hide hair loss or less people around you seem to be losing hair? The truth is that millions of people deal with hair loss everyday but many of them know to conceal it by using Majik Hair Fibers. You too can hide your hair loss, giving you the amazing undetectable appearance of a full thick head of hair in just seconds. Majik Hair Fibers Can Work for Anyone with Hair Loss: - Hair Building Fibers Instantly Conceal Thinning Hair for Both Men & Women. - It Covers Thin or Balding Spots On The crown and Around the Hairline. - Conceals Thinning Hair for Women, Concealing Areas Around the Temples & Along the Hair Part Line. - It can even be used as a Root Concealer or Fill in Powder. - Majik Works On All Hair Colors & All Types Of Hair! Why Choose Majik Hair Fibers? - It Works Instantly! Covering thinning hair or bald spots in under 30 seconds. - Majik Hair fibers are undetectable and blend perfectly in with your own natural hair color. - Our hair fibers are not greasy or oily, it keeps your hair volumized and thick all day. - Majik Fibers are rain & wind resistant. The Hair Building Fibers Wash out with any shampoo. - Perfect for people who would prefer to not take medication for hair loss or balding, like Propecia or Rogaine. - Majik Hair Fibers work perfectly in conjunction with all hair loss products, oral or topical. Click the ""Add to Cart"" Button on the Top Right Side of this Page Now to Never Worry About Your Thinning Hair in Public Again!",10,"(48.293,123.547)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.293,https://api.dicebear.com/8.x/bottts/svg?seed=123.5471,https://api.dicebear.com/8.x/bottts/svg?seed=48.2932}"
3,, Branded SLB Works New Professional Acetone Resistant Soak Off Warm Nail Spa Bowl Manicure Tool pi M6E4 ,"Item name: professional acetone resistant soak off warm nail spa bowl manicure tool pi m6e4 professional acetone resistant soak off warm nail spa bowl manicure tool pi m6e4 acetone resistant, can be filled with water for water bath for nail or acetone or other desired soaking liquid. For artificial nail removal, uv tanning bed protection. Add soaking solution to finger wells and insert fingers. Suitable for nail treatment, remaining false nails and cuticle, nail nutrition & sterilization treatment. Color: pink material: plastic size: 150mm x 120mm (45mm in height) babble spa soak bowl (pink) is made of plastic for soaking off nail tips. Package component: 1pc nail spa bowl note: light shooting and different displays may cause the color of the item in the picture a little different from the real thing. The measurement allowed error is +/- 1-3cm.",22,"(48.511,123.382)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.511,https://api.dicebear.com/8.x/bottts/svg?seed=123.3821,https://api.dicebear.com/8.x/bottts/svg?seed=48.5112}"
4,, Mehandika Herbal Henna (140gm Pack of 2) ,"Mehandika Pure Rajasthani Herbal Henna Powder takes to the best superiority henna with nine preferred natural herbs valued for their hair care benefits. The ingredients are additional to offer hair the wonderful shiny and silky feel that the hair deserves. Known as an entire treatment for hair, it holds original herbals, no chemicals. It can be used by self with easy process, within 30 minutes of time. After using this Mehandika Rajasthani Herbal Henna Powder there is no any kind of itching or burn and saves more of the time.",2,"(48.272,123.578)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.272,https://api.dicebear.com/8.x/bottts/svg?seed=123.5781,https://api.dicebear.com/8.x/bottts/svg?seed=48.2722}"
5,, GSEVENTY0NE Khaki XL: Maternity Waist Trainer Corset Slimming Body Shapers Hot Modeling Strap Belt Bodysuit Shapewear Cincher for Postpartum Women ,"Department name: maternity, gender: women, model number: ws4403, item type: belly bands & support, material: spandex, polyester, fabric type: broadcloth, brand name: south swallow, color style: natural color, color: blcak/khaki, size: xs, s, m, l, xl, xxl. Xxxl, 4xl, 5xl, item type: waist shaper, season: spring/summer/autumn/winter, used for: lose weight, slimming, characteristic of material: super breathable, function of product: abdomen / waist / shaping, made in: china mainland, stock or nor: yes, unit type: piece, package weight: ,package size:",63,"(48.558,123.367)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.558,https://api.dicebear.com/8.x/bottts/svg?seed=123.3671,https://api.dicebear.com/8.x/bottts/svg?seed=48.5582}"
2,, Stockout TOO FACED Melted Matte Liquified Long Wear Matte Lipstick - COLOR: Bend & Snap! - matte deep raspberry - Matte finish ,"Matte color gets a makeover. Too Faced’s innovative formula glides onto lips like a gloss but dries to an ultra-matte, opaque finish. Melted Matte ensures that your lip color always looks rich, full, and kissable—and is never dry, shriveled, or cracked. The doe-foot applicator comfortably coats lips in bursts of intense, vivid matte color that lasts for hours. It’s infused with Volulip for a no-sting plumping and smoothing effect and antioxidant-rich avocado oil and vitamin E to moisturize, while hyaluronic filling spheres smooth the look of lip lines. It comfortably coats lips with a wash of intense, high-impact, super-saturated color that lasts for hours.",82,"(48.533,123.592)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.533,https://api.dicebear.com/8.x/bottts/svg?seed=123.5921,https://api.dicebear.com/8.x/bottts/svg?seed=48.5332}"
3,," Buitoni Kosher Tomato, Garlic & Onion Pasta Sauce - 737G ","Tomato, Garlic & Onion Pasta Sauceimagine Gardens Of The Finest Fresh Vegetables. At Frescorti, Not Only Is This The Meaning Of Our Name But Also Our Dedicated Mission: To Provide Sauces Reminiscent Of Your Mother'S Kitchen. Frescorti, Superior Quality That Is 100% Natural, Vegetarian And Kosher Parve. Frescorti, A Vegetable Garden At Your Table. Imagine Gardens Of The Finest Fresh Vegetables. At Frescorti, Not Only Is This The Meaning Of Our Name But Also Our Dedicated Mission: To Provide Sauces Reminiscent Of Your Mother'S Kitchen.Frescorti: A Vegetable Garden At Your Table. Extra Virgin Olive Oil, No Corn Syrup, No Cholesterol, No Trans Fat, Gluten Free, No Preservatives, Kosher - Parve",82,"(48.42,123.442)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.42,https://api.dicebear.com/8.x/bottts/svg?seed=123.4421,https://api.dicebear.com/8.x/bottts/svg?seed=48.422}"
4,, Hansel Drop Ship Facial Cleanser Brush Bamboo Massage Brush ,"Type:Face Washing Brush Size:14.5* 3.7*2.9 cm,Material:Pig Hair Package includes:1 pc",17,"(48.477,123.513)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.477,https://api.dicebear.com/8.x/bottts/svg?seed=123.5131,https://api.dicebear.com/8.x/bottts/svg?seed=48.4772}"
5,, Ogx Body Wash Tsubaki Blossom 19.5 Ounce (577ml) (6 Pack) ,Ogx Body Wash Tsubaki Blossom 19.5 Ounce (577ml) (6 Pack),130,"(48.295,123.411)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.295,https://api.dicebear.com/8.x/bottts/svg?seed=123.4111,https://api.dicebear.com/8.x/bottts/svg?seed=48.2952}"
2,, Beekman 1802 Fresh Air Hair Conditioner 1.5oz Set of 7 ,Beekman 1802 Fresh Air Hair Conditioner 1.5oz Set of 7,64,"(48.373,123.513)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.373,https://api.dicebear.com/8.x/bottts/svg?seed=123.5131,https://api.dicebear.com/8.x/bottts/svg?seed=48.3732}"
3,, Creme 21 - All Day Cream Creme 21 ,"Creme 21 All Day Cream with Vitamin B5 The Day Cream that takes care of your skin like nothing else, Creme 21 All Day Cream with Vitamin B5 is a one in all solution for all your skin woes. Creme 21 All Day Cream is well known for its highly efficient formula with Pro-Vitamin B5. It restores the skin's natural moisture and protects it from dehydration. It is ideal for all skin types.",6,"(48.464,123.206)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.464,https://api.dicebear.com/8.x/bottts/svg?seed=123.2061,https://api.dicebear.com/8.x/bottts/svg?seed=48.4642}"
4,," MENSOME Anti Bacterial Bathing Soap Bar Helps in Fighting Skin Infections, Acne, Itching and made up of natural oils and herbs in Pack of 5 ",,10,"(48.308,123.383)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.308,https://api.dicebear.com/8.x/bottts/svg?seed=123.3831,https://api.dicebear.com/8.x/bottts/svg?seed=48.3082}"
5,," CHOCOCRAFT, february 14 valentines day, 12 Chocolate Gift Box, exquisite chocolate ","This Chocolate Gift Box contains delectable assorted Chocolates. Filled with roasted almonds, fruit & nuts and butter scotch, they will tempt and delight the taste buds. These are packed in a beautiful wooden box especially designed for an elegant presentation. The sturdy box can be reused. The best gift for Valentine's day. Lots of options for box design & chocolate design. ChocoCraft is the manufacturer of customised chocolates specialise in making printed chocolates. We offer gifting solutions for corporates and personal occasions.",13,"(48.52,123.598)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.52,https://api.dicebear.com/8.x/bottts/svg?seed=123.5981,https://api.dicebear.com/8.x/bottts/svg?seed=48.522}"
2,," Plum Bright Years Restorative Overnight Creme, 50 ml, Age Specialist, For Normal And Dry Skin, Vegan Skin Care ","Sleep bright. When you're sleeping is when your skin is at its rested, receptive best. Treat your skin to the goodness of hydrating olive, argon, betaine and vit e, while high-performance plant stem cells get to work deep within to rejuvenate and repair. Proven natural wrinkle-fighters and liquorice extracts help fight fine lines and dark spots. Plant-derived a has further boost skin renewal. Here's to brighter days and brighter nights ahead. Bright years: age specialists from Plum pro-skin, not anti-ageing. Skin that's more ""alive"" From within, not ""corrected"" On the surface. Plant stem cell extracts to improve skin renewal, clinically proven wrinkle-fighting natural actives and good old plant-derived hydrators. Combined smartly to keep the ""bright years"" Rolling for longer. 100 percent vegan and cruelty-free. As always. Experience the full bright years range here. Reasons to highly hydrating night cream formulation multi-action moisturization from olive, argon, shea butter, hyaluronic acid, plant betaine and vit e stem cells derived from plants help rejuvenate the skin's own stem cells, leading to improved skin health and suppleness plant polypeptides and amino acids for smooth, even texture and spot reduction plant-derived a has boost cell renewal liquorice extract aids in fighting pigmentation calming aloe juice brings relief to tired skin a little goes a long way. All Plum packaging is 100% recyclable. Once you’ve used up all the goodness in your Plum bottles, send your empties to us and we’ll recycle them! Just reach out to us on our customer care contact number or email id and share your complete address and contact number to request a pick-up.",13,"(48.418,123.5)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.418,https://api.dicebear.com/8.x/bottts/svg?seed=123.51,https://api.dicebear.com/8.x/bottts/svg?seed=48.4182}"
3,," Storeway Nike Man Basic Yellow Deodorant body spray for Men, 200ml ",Nike Man Basic Yellow Deo Spray is a woody fragrance that keeps you refreshed and rejuvenated all day. It contains farnesol that ensures continuous and effective protection against perspiration odours all day. Spray it on and bowl her over with your style.,4,"(48.537,123.213)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.537,https://api.dicebear.com/8.x/bottts/svg?seed=123.2131,https://api.dicebear.com/8.x/bottts/svg?seed=48.5372}"
4,, Branded SLB Works New 100 x Disposable One-off Hotel Shower Bathing Clear Hair Elastic Caps Hats ATAU ,Item name: 100 x disposable one-off hotel shower bathing clear hair elastic caps hats atau,22,"(48.411,123.591)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.411,https://api.dicebear.com/8.x/bottts/svg?seed=123.5911,https://api.dicebear.com/8.x/bottts/svg?seed=48.4112}"
5,," Bumble And Bumble Semisumo Hi-Shine, Lo-Hold Pomade-50ml/1.5oz ","Designed to finish styles that need calming down or polishing up Provides workability & definition without weighing hair down Contains Microcrystalline Wax & Beeswax to detail, shape & control hair Blended with Canola Oil & Coconut Oil that add high-shine to hair Gives soft hold, tames frizz & improves manageability Perfect for all hair types & texture",113,"(48.214,123.298)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.214,https://api.dicebear.com/8.x/bottts/svg?seed=123.2981,https://api.dicebear.com/8.x/bottts/svg?seed=48.2142}"
2,," method products inc. - soap,foam,refill,lmyl ","Method Products Inc. - Soap,Foam,Refill,Lmyl",56,"(48.439,123.448)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.439,https://api.dicebear.com/8.x/bottts/svg?seed=123.4481,https://api.dicebear.com/8.x/bottts/svg?seed=48.4392}"
3,, Hair Gia Hair Loss Rejuvenator Conditioner - 10.1 Oz ,"Formulated specifically for limp and thinning hair. It replanishes, moisturizes and strenghens the hair shaft while adding body, volume and shine. Hair Rejuvenator Thickening Conditioner gently cleanses the scalp and removes sebum and DHT from the hair root as nutrients moisturize, nourish, and improve the hair and scalp creating a healthy environment for proper hair growth. And for those not losing hair, this is an outstanding product that promotes longer and quicker hair growth.",146,"(48.575,123.573)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.575,https://api.dicebear.com/8.x/bottts/svg?seed=123.5731,https://api.dicebear.com/8.x/bottts/svg?seed=48.5752}"
4,, Deve Herbes Pure Psoralea Oil 100ml (Psoralea corylifolia) 100% Natural Therapeutic Grade Cold Pressed ,Deve Herbes Pure Psoralea Oil 100ml (Psoralea corylifolia) 100% Natural Therapeutic Grade Cold Pressed,14,"(48.285,123.362)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.285,https://api.dicebear.com/8.x/bottts/svg?seed=123.3621,https://api.dicebear.com/8.x/bottts/svg?seed=48.2852}"
5,, [APIEU] Haute Cushion SPF50+ PA+++ 14g ,Made in Korea. All Skin Type. Dark-out formula prevents darkening and enhances makeup tenacity.,72,"(48.363,123.587)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.363,https://api.dicebear.com/8.x/bottts/svg?seed=123.5871,https://api.dicebear.com/8.x/bottts/svg?seed=48.3632}"
2,," Biotrex Nutraceuticals Aroma Seacrets Avocado Essential Oil, 30ml ","Avocado oil is excellent carrier oil for skin that require particular care or those that have mature skin. This oil rehydrates and nourishes damaged sun-dried skin. Avocado oil is extremely thick and sticky and is considered high in oleic acid. This implies that it is high in nutrients that soothe and nourish dry, damaged skin. It is also considered to be an anti-aging oil. The oil of an avocado can penetrate your skin using its thin consistency but is still able to serve as a protective barrier on the skin.",6,"(48.373,123.489)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.373,https://api.dicebear.com/8.x/bottts/svg?seed=123.4891,https://api.dicebear.com/8.x/bottts/svg?seed=48.3732}"
3,, Boericke & Tafel Hair Growth Oil -(200ml )- Set of 2 ,Featuring Boericke & Tafel Hair Growth Oil of 200ml coming in a Set of 2.,4,"(48.233,123.353)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.233,https://api.dicebear.com/8.x/bottts/svg?seed=123.3531,https://api.dicebear.com/8.x/bottts/svg?seed=48.2332}"
4,, Natures Essence Pearl Kit (180g) ,Blessing for dark complexioned skin. Skin whitening effect. Comes in 180g quantity.,8,"(48.342,123.353)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.342,https://api.dicebear.com/8.x/bottts/svg?seed=123.3531,https://api.dicebear.com/8.x/bottts/svg?seed=48.3422}"
5,, JRC Mango Panna - 680 ml ,"This is a bottle of mango panna which weighs around 680 ml. It is made of sugar, water, raw mango pulp, salt extract, malic acid & ginger extract. It has a shelf life of 12 months. It is recommended to be stored in a cool and dry place.",4,"(48.356,123.316)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.356,https://api.dicebear.com/8.x/bottts/svg?seed=123.3161,https://api.dicebear.com/8.x/bottts/svg?seed=48.3562}"
2,, [CLIO] Kill Cover Founwear Cushion XP SPF50+ PA+++ 15g + Refill 15g ,Take an appropriate amount and spread evenly. Skin-like structure adheres perfectly with a velvety finish.,97,"(48.587,123.462)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.587,https://api.dicebear.com/8.x/bottts/svg?seed=123.4621,https://api.dicebear.com/8.x/bottts/svg?seed=48.5872}"
3,," Wild Ideas Anti-Bacterial Hand-Made Soap, Ylang Ylang 100gx4 ","WILD IDEASÒ Anti-Bacterial Soap Bar is handmade from 100% natural and organic ingredients and will have you bid goodbye to harmful chemical based soap bars and liquids. It is powerful and effective and most of all completely safe to use. Similar to ayurvedic bath soaps, it is gentle on your skin and resists bacteria. The lemongrass extracts work to revitalize and rejuvenate skin while gently relaxing muscles to remove body pain.",6,"(48.447,123.221)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.447,https://api.dicebear.com/8.x/bottts/svg?seed=123.2211,https://api.dicebear.com/8.x/bottts/svg?seed=48.4472}"
4,," Nivea Active Clean Shower Gel, 500g, 500 g (Pack of 2) ","Moisturized skin feeling even after towel drying Tempting freshness meets pampering care Turn an everyday shower into a moment full of freshness and care Usage: Step 1: Soak a loofah in water, Step 2: Pour a coin-sized amount of shower gel, Step 3: Work into a rich lather with the loofah and gently rub it on your moist skin, Step 4: Rinse it off with water and towel dry.",10,"(48.466,123.37)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.466,https://api.dicebear.com/8.x/bottts/svg?seed=123.371,https://api.dicebear.com/8.x/bottts/svg?seed=48.4662}"
5,, Royal Beauty Top Quality Deep cleaning Blackhead Nose Washing Brush Pores Clean Brush Wooden Handle Brush Cleanser Small Nose Brush ,"Item Type: Cleanser, Type: Non-electric Facial Cleansing Brush, Ingredient: wool superfine fiber brush, NET WT: 11g, Gender: Unisex, Model Number: Cleanser, Feature: Acne Treatment, Unit Type: piece, Package Weight: , Package Size:",9,"(48.47,123.2)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.47,https://api.dicebear.com/8.x/bottts/svg?seed=123.21,https://api.dicebear.com/8.x/bottts/svg?seed=48.472}"
2,, Burts Bees Bath & Body Oil with Lemon & Vitamin E 4 oz ,"Burts Bees: Lemon & Vitamin E Bath & Body Oil, 4 oz",29,"(48.293,123.583)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.293,https://api.dicebear.com/8.x/bottts/svg?seed=123.5831,https://api.dicebear.com/8.x/bottts/svg?seed=48.2932}"
3,, Kamdaar Dry Fruits Roseberry Plum Weight 250 Grams Cashew Nuts 2 Pcs (Kaju) Weight 250 Grams ,"KAMDAR DRY FRUITS brand brings you dried fruits, nuts and seeds. Dried Fruits are rich in beneficial nutrients including vitamin A, vitamin B1, vitamin B2 calcium, iron, phosphorus, sodium, and chlorine. Nuts are very nutritious and perfectly good for healthy life. Seeds are important for wellness and health these seeds can become your super food blast.",11,"(48.403,123.57)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.403,https://api.dicebear.com/8.x/bottts/svg?seed=123.571,https://api.dicebear.com/8.x/bottts/svg?seed=48.4032}"
